9.277461920342143786e-01,6.653700112366660313e-02,5.716806842119045128e-03
9.143746307872550050e-01,7.522171251178744189e-02,1.040365670095757915e-02
7.154075114324940365e-01,2.327762300706039400e-01,5.181625849690209284e-02
8.904323927576398567e-01,9.222872662833657420e-02,1.733888061402332273e-02
2.469973049384968644e-01,5.113047370324476093e-01,2.416979580290552765e-01
3.925546900066438916e-01,3.720065776093282039e-01,2.354387323840279045e-01
3.253329016895556425e-01,5.440473364242554011e-01,1.306197618861888732e-01
8.560675757548802389e-02,1.946271191272999912e-01,7.197661232972121237e-01
7.171162224904219507e-01,2.268616297342469224e-01,5.602214777533132128e-02
3.932307067793640032e-01,4.849397765861067633e-01,1.218295166345295111e-01
8.144243329799747411e-01,1.476085348919614904e-01,3.796713212806411553e-02
9.498431650354040023e-01,4.841302825966892209e-02,1.743806704926785002e-03
9.685996289227973843e-01,2.974141928447413333e-02,1.658951792728359824e-03
7.867731798713862856e-01,2.067048775630747903e-01,6.521942565538831234e-03
4.061132913884918927e-01,4.925126627129785550e-01,1.013740458985294968e-01
7.871195278022352637e-01,2.002774214542124009e-01,1.260305074355250188e-02
9.350029330025538821e-01,5.243863802502020388e-02,1.255842897242567119e-02
6.251169002444537659e-01,2.446552827481559278e-01,1.302278170073905839e-01
7.685662083247046805e-01,1.818424122580106217e-01,4.959137941728438553e-02
6.883141496926991065e-01,2.133183571708899273e-01,9.836749313641086900e-02
3.024852882902469009e-01,2.850156992840658376e-01,4.124990124256870949e-01
1.158219608792079719e-01,4.533098699863835623e-01,4.308681691344086739e-01
3.887299676831118544e-01,3.376004741745999849e-01,2.736695581422880497e-01
8.169764692913500381e-01,1.441136849622174088e-01,3.890984574643253230e-02
9.628169724803384844e-01,2.729473016764363824e-02,9.888297352018229555e-03
3.304290693349059005e-01,2.204650249452083099e-01,4.491059057198857896e-01
8.261806440929175821e-01,1.580536192228359504e-01,1.576573668424655419e-02
8.201734968746600130e-01,1.656312359900402598e-01,1.419526713529951044e-02
3.398411884453306220e-02,1.395635721429305809e-01,8.264523090125366345e-01
9.575069233210505848e-01,4.072982726417706534e-02,1.763249414772482572e-03
2.674491771775947546e-01,4.811239024282072951e-01,2.514269203941980058e-01
6.151720393963403533e-01,3.020869912172959304e-01,8.274096938636399390e-02
6.633498511420284904e-01,2.774780196298465840e-01,5.917212922812488396e-02
3.829618506449602999e-01,3.047398940575281601e-01,3.122982552975115400e-01
8.213962741733188411e-01,9.952507761154995303e-02,7.907864821513131692e-02
9.442927438456034661e-01,5.149364418870414073e-02,4.213611965692308156e-03
7.858515894519990663e-01,2.070968324208866951e-01,7.051578127114122366e-03
9.224880633931791252e-01,7.384247286168239832e-02,3.669463745138376327e-03
2.392927443991358649e-01,1.645393004043197993e-01,5.961679551965441970e-01
8.918253144193835080e-01,8.732104984661774594e-02,2.085363573399854481e-02
8.425818579709671852e-01,1.263374654910996431e-01,3.108067653793354645e-02
1.735783462450066206e-01,1.820396325411987870e-01,6.443820212137946202e-01
8.594650661412615023e-01,1.212629388122620500e-01,1.927199504647635064e-02
9.008656414540036073e-01,9.058408925198122019e-02,8.550269294014985200e-03
9.580020313437805912e-01,3.375532689023599819e-02,8.242641765983415789e-03
8.967431793448574773e-01,9.267946592055842370e-02,1.057735473458433148e-02
4.137924754438468966e-01,4.905917153922526031e-01,9.561580916390065299e-02
6.042402526819095065e-01,3.820018967727832337e-01,1.375785054530736379e-02
9.525846370660908669e-01,4.080831782684733733e-02,6.607045107061938066e-03
4.879752544647250612e-01,2.873215753703895481e-01,2.247031701648853907e-01
6.543746210009546704e-01,2.751429469402483785e-01,7.048243205879663187e-02
6.357197976448393240e-01,2.313153609932858956e-01,1.329648413618749470e-01
7.517468361265720045e-01,2.076078691021576439e-01,4.064529477127025447e-02
9.171868550675758014e-01,5.715331821920534294e-02,2.565982671321892852e-02
9.501335224714559935e-01,4.634591150697994072e-02,3.520566021564052340e-03
8.257824203450540024e-01,1.598703560177426874e-01,1.434722363720348191e-02
7.340145599148577560e-01,2.149041054282218866e-01,5.108133465692026032e-02
8.315610300342788364e-01,1.071917536546462962e-01,6.124721631107480496e-02
6.175178313511493489e-01,2.409847732327750347e-01,1.414973954160756997e-01
7.040367733381642790e-01,2.461349913916648924e-01,4.982823527017093274e-02
8.071307093739344199e-03,6.516683000573478268e-02,9.267618629005257569e-01
9.383499845836059672e-01,5.754900426140438507e-02,4.101011154989518508e-03
1.165654889926014959e-01,1.877942864714511884e-01,6.956402245359474268e-01
7.783580249014249164e-01,1.154798823548341402e-01,1.061620927437409989e-01
2.501938454534704745e-02,1.061859302840821029e-01,8.687946851705709017e-01
7.320787526122568556e-01,1.603711222552586801e-01,1.075501251324845337e-01
1.666580373299031970e-01,4.478687167530764346e-01,3.854732459170204795e-01
5.603587787655454067e-01,4.210888410395597359e-01,1.855238019489491297e-02
6.916179058544627001e-01,2.498823028010545289e-01,5.849979134448244494e-02
6.690577639348955774e-01,1.217327557149371492e-01,2.092094803501671485e-01
2.967415951350969583e-01,4.772622962216511722e-01,2.259961086432519528e-01
1.680420073693088545e-01,1.649382259957822283e-01,6.670197666349090282e-01
2.844416325851002736e-02,1.818090737007026225e-01,7.897467630407871697e-01
5.564361985415641199e-01,3.920892654011288170e-01,5.147453605730693826e-02
5.440237983652754933e-02,1.461041499010786449e-01,7.994934702623939238e-01
2.506673292630229866e-01,1.889759228931336688e-01,5.603567478438431504e-01
6.129308252990313122e-01,3.582372389803827328e-01,2.883193572058590295e-02
7.715339562112403238e-01,1.845888772316566784e-01,4.387716655710315744e-02
6.341649830302098501e-01,3.239787413392202775e-01,4.185627563056988631e-02
8.313593933649170431e-01,1.598714563580442283e-01,8.769150277039021793e-03
6.494480557620646577e-01,3.195889320219262308e-01,3.096301221600900391e-02
2.453512446262121893e-01,3.864135741718107697e-01,3.682351812019769577e-01
1.031640729144553126e-01,2.522736518478896905e-01,6.445622752376549691e-01
7.708328106991430007e-01,1.263203557637102292e-01,1.028468335371466313e-01
4.400133183224290145e-01,1.835030653744562923e-01,3.764836163031151095e-01
1.095443045895347634e-01,2.349639298595664338e-01,6.554917655508990526e-01
6.444042218763591789e-02,1.728009915619103387e-01,7.627585862504538960e-01
6.148758210049630746e-01,2.740512271805678468e-01,1.110729518144692035e-01
1.285299910106122989e-01,9.761524517383216026e-02,7.738547638155557351e-01
3.068145768719416910e-01,4.390904254273907958e-01,2.540949977006674021e-01
1.103521161288651027e-02,5.053761209600331900e-02,9.384271762911098325e-01
4.877947065038494845e-01,1.120775470467061524e-01,4.001277464494443215e-01
7.311576051239605523e-01,2.075012096934724104e-01,6.134118518256697489e-02
9.346057089546010443e-01,5.358014779574176573e-02,1.181414324965708758e-02
8.935283236150644015e-01,9.426366269504238282e-02,1.220801368989309250e-02
