1.271241406839682397e-01,5.133029384101019943e-01,3.595729209059308484e-01
1.190926867989980376e-01,4.176097158418909383e-01,4.632975973591100805e-01
4.693294597512402966e-01,3.808856926515838959e-01,1.497848475971777227e-01
3.063065448022717630e-01,3.244488210947096829e-01,3.692446341030187762e-01
3.421346013960419041e-01,4.906623232551791669e-01,1.672030753487818155e-01
2.675731668957089249e-01,1.610830912085741973e-01,5.713437418957200142e-01
1.346126455611263914e-02,5.974157344826935834e-01,3.891230009611929552e-01
1.122445093258007259e-02,1.795552100342082680e-01,8.092203390332119994e-01
2.016304241183658474e-01,4.088636103946085565e-01,3.895059654870252075e-01
3.063868207974526081e-01,3.845995998031059848e-01,3.090135793994427948e-01
6.064270998309809757e-01,2.139983544880143806e-01,1.795745456810027285e-01
1.835521187658851333e-02,5.830808855110483080e-01,3.985639026123637407e-01
7.733531175905977717e-01,2.051674852964032458e-01,2.147939711299753571e-02
1.612434167115683534e-02,7.931441077677078288e-01,1.907315505611370809e-01
7.855054122248565640e-02,7.119424771375681971e-01,2.095069816399455220e-01
3.695070141947848219e-01,5.633244551224106944e-01,6.716853068280345673e-02
6.702076699162189399e-01,2.033286835341350240e-01,1.264636465496468964e-01
2.128522571277291220e-01,4.220592329226480199e-01,3.650885099496204989e-01
2.998931898743409374e-01,3.983828236615170049e-01,3.017239864641428904e-01
8.668807716517603623e-01,9.635800442499897756e-02,3.676122392323872418e-02
4.087683604788568820e-02,1.546785520026020544e-01,8.044446119495121117e-01
6.406066059610070196e-02,5.912048295924668961e-01,3.447345098114328321e-01
1.812050659113297602e-01,5.297038259764466073e-01,2.890911081122243265e-01
5.952997051501283110e-01,3.328522336722636310e-01,7.184806117760486610e-02
8.926881670793198609e-01,4.156458541524029465e-02,6.574724750544215512e-02
4.382423735957631239e-01,3.237234569909283599e-01,2.380341694133100428e-01
1.806637343662453876e-01,6.585962445264293974e-01,1.607400211073242158e-01
2.524818777358823763e-01,5.838626088696653449e-01,1.636555133944539719e-01
2.153589847476255342e-02,1.175641708620772108e-01,8.608999306631612836e-01
1.121262126404330844e-01,6.106864589688718592e-01,2.771873283906964858e-01
